id,bookName,categories,author,publisher,edition,bookCountAvailable,totalCount,bookStatus,language,createdAt,updatedAt,rating,review_count,top_rated
65c2c3ad881df6d1bc84ae3f,"Data warehousing, Data Mining & OLAP ",65c2ac3527c4e91908f3e3bb,Alex Berson \nStephen J. Smith ,McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.33,0,NO
65c2c3ad881df6d1bc84ae40,Data warehousing design devlopment and best practices,65c2ac4027c4e91908f3e3cb,Soumendra monanthy,McGraw Hill,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.14,0,NO
65c2c3ad881df6d1bc84ae41,Knowledge Management,65c2ac4e27c4e91908f3e3db,Shelda Debowski,Wiley ,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.53,0,NO
65c2c3ad881df6d1bc84ae42,Data Warehousing fundamental,65c2ac4027c4e91908f3e3cb,Poulraj \nPonniah,Wiley,4,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.14,0,NO
65c2c3ad881df6d1bc84ae43,Mastering Data warehouse design,65c2ac4027c4e91908f3e3cb,Clovdia inhoft \nNicholas gallemn,Wiley,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.09,0,YES
65c2c3ad881df6d1bc84ae44,Pattern recoginition algo. for data mining,65c2ac3527c4e91908f3e3bb,Sankal K.pal\nPabitra Mitra,Chapman & Hall/CRC,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.03,0,NO
65c2c3ad881df6d1bc84ae45,Decision support & data warehouse system,65c2ac4027c4e91908f3e3cb,Efren G mallac,McGraw Hill,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.49,0,NO
65c2c3ad881df6d1bc84ae46,Cloud computing Bible,65c2ac5927c4e91908f3e3de,Barrie so sinky,Wiley,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.51,0,NO
65c2c3ad881df6d1bc84ae47,Microsoft private cloud computing ,65c2ac5927c4e91908f3e3de,Aidan ginn\nHans vedart,Wiley,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.94,0,YES
65c2c3ad881df6d1bc84ae48,Concepts in computing,65c2ac5e27c4e91908f3e3e1,kenneth hoganson,Jones and Bartlett,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.61,0,NO
65c2c3ad881df6d1bc84ae49,Cloud computing ,65c2ac5927c4e91908f3e3de,Dr. kumar soubhi,Wiley,1,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.27,0,YES
65c2c3ad881df6d1bc84ae4a,Cloud computing,65c2ac5927c4e91908f3e3de,Anthony T.vette\nToby J. veur,McGraw Hill,1,3,3,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.1,0,YES
65c2c3ad881df6d1bc84ae4b,Cloud computing,65c2ac5927c4e91908f3e3de,M N Rao,PHI Learning,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.19,0,YES
65c2c3ad881df6d1bc84ae4c,Mastering cloud computing,65c2ac5927c4e91908f3e3de,Rsajkumar Buyya\nChristian vecchia\nS. thamaraiselvi,McGraw Hill,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.51,0,YES
65c2c3ad881df6d1bc84ae4d,Cloud computing automating the virtualized data center,65c2ac5927c4e91908f3e3de,Vencata josyala\nmalcalm err\nGrey page\n,Pearson,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.09,0,NO
65c2c3ad881df6d1bc84ae4e,Cloud computing,65c2ac5927c4e91908f3e3de,A. Sriniovasam\nJ. suresh,Pearson,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.65,0,NO
65c2c3ad881df6d1bc84ae4f,Cloud computing with the window  azure platform,65c2ac5927c4e91908f3e3de,Reger Jenning,Wiley,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.89,0,NO
65c2c3ad881df6d1bc84ae50,cloud computing 2nd edition,65c2ac5927c4e91908f3e3de,Dr. Kumar saurabh,Wiley,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.29,0,NO
65c2c3ad881df6d1bc84ae51,Cloud computing or dummies,65c2ac5927c4e91908f3e3de,Judith hurwitz \nRobin bloor,Wiley,3,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.33,0,NO
65c2c3ad881df6d1bc84ae52,Cloud computing ,65c2ac5927c4e91908f3e3de,Arvid das \nRajeev nanda ,McGraw Hill,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.51,0,YES
65c2c3ad881df6d1bc84ae53,Enterprise cloud computing technology architecture application,65c2ac5927c4e91908f3e3de,Gautam Shroff,Cambridge University Press,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.51,0,NO
65c2c3ad881df6d1bc84ae54,Cloud computing based projects used distributed architecture,65c2ac5927c4e91908f3e3de,Pranab Kumar Das gupta \nmanojranjan nayak \nsabyasachi,PHI Learning,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.81,0,NO
65c2c3ad881df6d1bc84ae55,Applied Probability & statistics,65c2ac6427c4e91908f3e3e4,Mario Latebvre,Wiley,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.71,0,NO
65c2c3ad881df6d1bc84ae56,Advance engineering mathematics ,65c2ac6e27c4e91908f3e3e7,RN Yadava \nAnil goyal \nRamkant Bhaning \nSarvesh kumar Agrawal,BS Publication,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.01,0,NO
65c2c3ad881df6d1bc84ae57,Discrete mathematics ,65c2ac7627c4e91908f3e3ea,R.K. Bisht              \nH.S Dhami,Oxford Higher Education,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.27,0,NO
65c2c3ad881df6d1bc84ae58,Discrete mathematics ,65c2ac7627c4e91908f3e3ea,Swapan ku. Chakroberty\nBikash kanti sarkar,Oxford Higher Education,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.57,0,NO
65c2c3ad881df6d1bc84ae59,Local area network,65c2ad0827c4e91908f3e41a,Gred E klisen,McGraw Hill,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.81,0,YES
65c2c3ad881df6d1bc84ae5a,"Catalogue CS,CSE,IT",65c2b54827c4e91908f3e480,,McGraw Hill,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.37,0,YES
65c2c3ad881df6d1bc84ae5b,Applied numerical method for engg. Using MATLAB &C ,65c2ac6e27c4e91908f3e3e7,Robert J Schilling\nSandra L harris,McGraw Hill,4,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.72,0,NO
65c2c3ad881df6d1bc84ae5c,Element of discrete mathamatics,65c2ac7627c4e91908f3e3ea,C.L Lia,McGraw Hill,3,3,3,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.03,0,NO
65c2c3ad881df6d1bc84ae5d,Numerical Methods,65c2ac6e27c4e91908f3e3e7,E balagrisang,McGraw Hill,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.63,0,NO
65c2c3ad881df6d1bc84ae5e,Discrete mathematics ,65c2ac7627c4e91908f3e3ea,Norman  L biggs,Oxford Higher Education,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.96,0,NO
65c2c3ad881df6d1bc84ae5f,Discrete mathematical structure for CS,65c2ac7627c4e91908f3e3ea,Bernard kolman \nRobert C bushing,PHI Learning,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.65,0,NO
65c2c3ad881df6d1bc84ae60,Probability statistics & Queuing theory,65c2ac6427c4e91908f3e3e4,V. sundarpandian,Oxford Higher Education,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.35,0,NO
65c2c3ad881df6d1bc84ae61,Mathematical method of science & Engg.,65c2ac6e27c4e91908f3e3e7,Kanti B Datta,PHI Learning,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.71,0,YES
65c2c3ad881df6d1bc84ae62,Discrete mathematics  & graph theory,65c2ac9927c4e91908f3e3f3,Purna chandra biswal,Prentice Hall ,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.37,0,NO
65c2c3ad881df6d1bc84ae63,Discrete mathemetics,65c2ac7627c4e91908f3e3ea,Seymour Lipschutz \nMark lipson,McGraw Hill,1,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.47,0,NO
65c2c3ad881df6d1bc84ae64,Stochastic process,65c2ac9227c4e91908f3e3f0,Shldon M ross,Wiley,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.32,0,YES
65c2c3ad881df6d1bc84ae65,Discrere mathematics ,65c2ac7627c4e91908f3e3ea,Seymour Lipschutz \nMare lipson,McGraw Hill,3,3,3,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.63,0,NO
65c2c3ad881df6d1bc84ae66,Stochastic process,65c2ac9227c4e91908f3e3f0,Shedon m ross ,Wiley,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.62,0,NO
65c2c3ad881df6d1bc84ae67,Discrete mathematics ,65c2ac7627c4e91908f3e3ea,L lovasz\nJ pelikan\nK Vesztesgombi,Springer,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.77,0,NO
65c2c3ad881df6d1bc84ae68,Discrete mathematics stucture,65c2ac7627c4e91908f3e3ea,Klaman\nRobert C bushing\nshason cutter ross,Prentice Hall ,5,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.22,0,YES
65c2c3ad881df6d1bc84ae69,Graph theory with application of engineering and computer science,65c2ac9927c4e91908f3e3f3,Narsingh Deo,PHI Learning,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.46,0,NO
65c2c3ad881df6d1bc84ae6a,Discrete Mathamatics with graph theory,65c2ac9927c4e91908f3e3f3,Edgar G Gooduirs \nhischad H paramite,Peanson,1,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.98,0,NO
65c2c3ad881df6d1bc84ae6b,Numerical Methods,65c2ac6e27c4e91908f3e3e7,S kalavathy,Thomson Press,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.42,0,NO
65c2c3ad881df6d1bc84ae6c,Linear Algbra and its application ,65c2ac6e27c4e91908f3e3e7,Gilbret Strang,Cengage India Private Limited\nPublication,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.65,0,NO
65c2c3ad881df6d1bc84ae6d,Matrix and linear algebra aided with MATLAB ,65c2ac6e27c4e91908f3e3e7,Kanti Bhushan Datta ,PHI Learning,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.55,0,NO
65c2c3ad881df6d1bc84ae6e,Numerical Mathamatical and computing,65c2ac6e27c4e91908f3e3e7,Ward cheney\nDavid kinaid`,First Indian Repesent,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.05,0,YES
65c2c3ad881df6d1bc84ae6f,Linear Algebra,65c2ac6e27c4e91908f3e3e7,SK Jain\nAD gunawat denu,First Indian Repesent,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.31,0,NO
65c2c3ad881df6d1bc84ae70,Gate - CSE,65c2b54827c4e91908f3e480,Douglase\nB west,Satya Prakashan,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.25,0,NO
65c2c3ad881df6d1bc84ae71,Introduction to graph theory,65c2ac9927c4e91908f3e3f3,,PHI Learning,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.58,0,NO
65c2c3ad881df6d1bc84ae72,Discrete Mthamatical stucture with application on to computer science,65c2ac7627c4e91908f3e3ea,J P Trembly\nR manonav,McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.5,0,NO
65c2c3ad881df6d1bc84ae73,Crypotograph and network security,65c2aca027c4e91908f3e3f6,PS Gill,Mare Millan,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.48,0,YES
65c2c3ad881df6d1bc84ae74,Advance engineering mathamatics ,65c2ac6e27c4e91908f3e3e7,SS Sastry,PHI Learning,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.35,0,NO
65c2c3ad881df6d1bc84ae75,Information security theory and practice,65c2acbd27c4e91908f3e3ff,Dhirem R patel,PHI Learning,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.81,0,NO
65c2c3ad881df6d1bc84ae76,Crypotograph and network security,65c2aca027c4e91908f3e3f6,CK Shyamla \nN Harini\nDr TR Padmanadham\n,Wiley,4,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.6,0,NO
65c2c3ad881df6d1bc84ae77,Biomatrie for Network Security,65c2acaa27c4e91908f3e3f9,Paul raid,Pearson,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.3,0,YES
65c2c3ad881df6d1bc84ae78,Computer network security,65c2acaa27c4e91908f3e3f9,Joseph Migga,Pearson,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.71,0,NO
65c2c3ad881df6d1bc84ae79,Essential of error - control  coding,65c2acb127c4e91908f3e3fc,Jorge Castinenia moreria,Wiley,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.68,0,NO
65c2c3ad881df6d1bc84ae7a,Information assurance for the enterprise ,65c2acbd27c4e91908f3e3ff,Corey schon ,McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.95,0,NO
65c2c3ad881df6d1bc84ae7b,Introduction to cryptograph with coding theory,65c2acc327c4e91908f3e402,Wade Trappe\nLawrence c washington C,Pearson,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.31,0,YES
65c2c3ad881df6d1bc84ae7c,Crypotograph and network security,65c2aca027c4e91908f3e3f6,Willian stallings,Pearson,2,3,3,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.4,0,NO
65c2c3ad881df6d1bc84ae7d,Network security fundamental,65c2acaa27c4e91908f3e3f9,Peter Norton\nMike stockman,Tech Media,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.04,0,NO
65c2c3ad881df6d1bc84ae7e,Information security principal and practicse,65c2acbd27c4e91908f3e3ff,Mark markous\njim breitharpt,Pearson,2,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.27,0,NO
65c2c3ad881df6d1bc84ae7f,Network security ,65c2acaa27c4e91908f3e3f9,Kuldeep singh kohan,Vayu education ,5,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.67,0,NO
65c2c3ad881df6d1bc84ae80,Computer security fundamental,65c2ad0827c4e91908f3e41a,Check easttom,Pearson,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.95,0,NO
65c2c3ad881df6d1bc84ae81,Crypotography and network security,65c2aca027c4e91908f3e3f6,Prakash c gupta ,PHI Learning,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.39,0,NO
65c2c3ad881df6d1bc84ae82,Crypotography and network security,65c2aca027c4e91908f3e3f6,Behrowz A forouzon\nDebdeep mukhopadhyay ,McGraw Hill,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.14,0,NO
65c2c3ad881df6d1bc84ae83,Network Security A hackers perespective ,65c2acaa27c4e91908f3e3f9,Ankit fadia,Macmillan India Ltd,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.39,0,NO
65c2c3ad881df6d1bc84ae84,Network Security bible,65c2acaa27c4e91908f3e3f9,Dr. Eric cole \nDr. Ronaid krutz\nJsmes w conley,Wiley,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.69,0,NO
65c2c3ad881df6d1bc84ae85,Security in computing ,65c2ad0827c4e91908f3e41a,charles p fleegen\nshari lautstearm,Pearson,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.13,0,NO
65c2c3ad881df6d1bc84ae86,Introduction to cryptograph,65c2acc327c4e91908f3e402,Johannes A Beuchman ,Sprenges,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.28,0,NO
65c2c3ad881df6d1bc84ae87,Web security privacy & commence,65c2acaa27c4e91908f3e3f9,Simson garfinkal,Shroff Publisher,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.07,0,YES
65c2c3ad881df6d1bc84ae88,Cryptography theory & pratices,65c2acc327c4e91908f3e402,Dorglous R strean,Chapman & Hall/CRC,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.67,0,YES
65c2c3ad881df6d1bc84ae89,Information security intelligence ,65c2acbd27c4e91908f3e3ff,Thomas calabrese,Thomas & Delman Learning,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.98,0,YES
65c2c3ad881df6d1bc84ae8a,Information system security,65c2acbd27c4e91908f3e3ff,Nina goduole,Wiley ,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.82,0,YES
65c2c3ad881df6d1bc84ae8b,Mobile computing theory and practice,65c2accc27c4e91908f3e405,Kumkum garg,Pearson,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.85,0,NO
65c2c3ad881df6d1bc84ae8c,Mobile Application security,65c2acd527c4e91908f3e408,Himanshu dwivedi\nChris clark \ndavid thies,McGraw Hill,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.52,0,NO
65c2c3ad881df6d1bc84ae8d,Mastering Turbo c,65c2ace127c4e91908f3e40b,Phillippe katrn,BPB Publication,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.02,0,YES
65c2c3ad881df6d1bc84ae8e,The essential guide to user interface design,65c2aced27c4e91908f3e40e,Wilbert o galitz,Wiley,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.16,0,NO
65c2c3ad881df6d1bc84ae8f,Intermational Stability Testing,65c2acf327c4e91908f3e411,Danid j mazzo,First Indian Repesent,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.04,0,NO
65c2c3ad881df6d1bc84ae90,Discrete event system stimulation,65c2addb27c4e91908f3e465,jerry Barks\njohan s carson\nBarry L Nelion \nDavid M nical  \nP shahabude,Pearson,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.73,0,NO
65c2c3ad881df6d1bc84ae91,Computer Installation and servicing,65c2ad0027c4e91908f3e417,D Balas Ubrun chrain,McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.69,0,NO
65c2c3ad881df6d1bc84ae92,COM/DCOM,65c2ad0827c4e91908f3e41a,Randy Abernthy\nrandy marin\njesiu chahin,Tech Media,3,2,2,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.31,0,NO
65c2c3ad881df6d1bc84ae93,ERP Demystified,65c2ad0f27c4e91908f3e41d,Alexis leon,McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.31,0,NO
65c2c3ad881df6d1bc84ae94,Mastering 1-2-3,65c2ad1627c4e91908f3e420,Caralyn Jorgensen,BPB Publication,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.32,0,NO
65c2c3ad881df6d1bc84ae95,Crystal Report ,65c2ad1c27c4e91908f3e423,Cate mecoy\ncort masie,BPB Publication,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.58,0,NO
65c2c3ad881df6d1bc84ae96,Basic computer engineering,65c2ad2327c4e91908f3e426,Sanjay Silakari\nrajesh k shukla,Wiley,4,3,3,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.09,0,NO
65c2c3ad881df6d1bc84ae97,Information Technology,65c2ad2a27c4e91908f3e429,Dennis p curtin\nkina foley\nkunal sen\nclathleen morin,McGraw Hill,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.51,0,NO
65c2c3ad881df6d1bc84ae98,Fundamental of computer,65c2ad3027c4e91908f3e42c,Marley & panken ,Cengage Learning McGraw Hill,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.83,0,NO
65c2c3ad881df6d1bc84ae99,Data stucturing and algorithm,65c2ad3927c4e91908f3e42f,GA vijaylakshmi ,Cengage Learning McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.93,0,NO
65c2c3ad881df6d1bc84ae9a,Web Design Programming,65c2ad4527c4e91908f3e432,Paul S wong\nsandy katila,Cengage Learning McGraw Hill,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.63,0,YES
65c2c3ad881df6d1bc84ae9b,Desegning interactive web series,65c2ad4b27c4e91908f3e435,James L mahlon\nJon m duff,Cengage Learning McGraw Hill,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.41,0,YES
65c2c3ad881df6d1bc84ae9c,System Analysis design and MIS,65c2ad5127c4e91908f3e438,V K Jain,Khamma Book Thomson,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.5,0,NO
65c2c3ad881df6d1bc84ae9d,System Analysis and design,65c2ad5127c4e91908f3e438,Gary B Shelly \nThomas J ,Thomson,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.18,0,NO
65c2c3ad881df6d1bc84ae9e,Web programming building Internet application,65c2ad4527c4e91908f3e432,Chris bates,Wiley,5,3,3,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.21,0,YES
65c2c3ad881df6d1bc84ae9f,Web application concepts & Real world design,65c2ad4527c4e91908f3e432,Craig  D knuckless \nDavid vuen,Wiley,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.08,0,NO
65c2c3ad881df6d1bc84aea0,E commerce strategy technology & application,65c2ad5727c4e91908f3e43b,David Whitelay,McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.51,0,NO
65c2c3ad881df6d1bc84aea1,Electronic commence ,65c2ad5727c4e91908f3e43b,David kosivr ,Prentice Hall ,4,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.88,0,NO
65c2c3ad881df6d1bc84aea2,Electronic commence from vision to fulfillment ,65c2ad5727c4e91908f3e43b,Elias M awad,Pearson,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.3,0,NO
65c2c3ad881df6d1bc84aea3,Multimeadia and web design,65c2ad8527c4e91908f3e441,Vikash gupta\nkogent slon,DreamTech,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,3.78,0,NO
65c2c3ad881df6d1bc84aea4,Multimedia :making it work,65c2ad8527c4e91908f3e441,Tay vaugham ,Cengage Learning McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.1,0,YES
65c2c3ad881df6d1bc84aea5,Module communication engineering,65c2ad9027c4e91908f3e444,William C.Y Lee,Cengage Learning McGraw Hill,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.7,0,NO
65c2c3ad881df6d1bc84aea6,"Web programming with HTML,XHTML,CSS",65c2ad4527c4e91908f3e432,Jon duckh,Wiley,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.26,0,YES
65c2c3ad881df6d1bc84aea7,Developing web application,65c2ad4527c4e91908f3e432,Ralpmosday,Wiley,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.93,0,NO
65c2c3ad881df6d1bc84aea8,Internet and web technology,65c2ad9727c4e91908f3e447,Raj kamal,McGraw Hill,3,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,1.48,0,NO
65c2c3ad881df6d1bc84aea9,Computer fundamental and Programming in c,65c2ad3027c4e91908f3e42c,Pradip dey\nmanes ghost,Oxford Higher Education,1,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,2.07,0,NO
65c2c3ad881df6d1bc84aeaa,Computer fundamental and Programming in c,65c2ad3027c4e91908f3e42c,Reema thariya,Oxford Higher Education,2,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.48,0,YES
65c2c3ad881df6d1bc84aeab,Inside XMl,65c2ad9e27c4e91908f3e44a,Stene Holgner,Tech Media,5,1,1,Available,English,2024-02-02 05:46:03,2024-02-02 05:46:03,4.33,0,YES
